StudentName43;Neptun43;InstructorName44;CourseName1;CourseID1
StudentName44;Neptun44;InstructorName43;CourseName12;CourseID12
StudentName45;Neptun45;InstructorName12;CourseName7;CourseID7
StudentName46;Neptun46;InstructorName1;CourseName7;CourseID7
StudentName47;Neptun47;InstructorName3;CourseName8;CourseID8
StudentName48;Neptun48;InstructorName35;CourseName12;CourseID12
StudentName49;Neptun49;InstructorName2;CourseName10;CourseID10
StudentName50;Neptun50;InstructorName27;CourseName10;CourseID10
StudentName51;Neptun51;InstructorName23;CourseName4;CourseID4
StudentName52;Neptun52;InstructorName6;CourseName3;CourseID3
StudentName53;Neptun53;InstructorName16;CourseName11;CourseID11
StudentName54;Neptun54;InstructorName44;CourseName10;CourseID10
StudentName55;Neptun55;InstructorName14;CourseName7;CourseID7
StudentName56;Neptun56;InstructorName0;CourseName0;CourseID0
StudentName57;Neptun57;InstructorName28;CourseName1;CourseID1
StudentName58;Neptun58;InstructorName36;CourseName7;CourseID7
StudentName59;Neptun59;InstructorName23;CourseName6;CourseID6
StudentName60;Neptun60;InstructorName3;CourseName12;CourseID12
StudentName61;Neptun61;InstructorName46;CourseName3;CourseID3
StudentName62;Neptun62;InstructorName23;CourseName12;CourseID12
StudentName63;Neptun63;InstructorName6;CourseName0;CourseID0
StudentName64;Neptun64;InstructorName2;CourseName0;CourseID0
StudentName65;Neptun65;InstructorName46;CourseName11;CourseID11
StudentName66;Neptun66;InstructorName17;CourseName10;CourseID10
StudentName67;Neptun67;InstructorName14;CourseName9;CourseID9
StudentName68;Neptun68;InstructorName26;CourseName11;CourseID11
StudentName69;Neptun69;InstructorName16;CourseName5;CourseID5
StudentName70;Neptun70;InstructorName38;CourseName1;CourseID1
StudentName71;Neptun71;InstructorName18;CourseName12;CourseID12
StudentName72;Neptun72;InstructorName32;CourseName8;CourseID8
StudentName73;Neptun73;InstructorName51;CourseName2;CourseID2
StudentName74;Neptun74;InstructorName47;CourseName6;CourseID6
StudentName75;Neptun75;InstructorName5;CourseName12;CourseID12
StudentName76;Neptun76;InstructorName31;CourseName3;CourseID3
StudentName77;Neptun77;InstructorName37;CourseName4;CourseID4
StudentName78;Neptun78;InstructorName13;CourseName12;CourseID12
StudentName79;Neptun79;InstructorName42;CourseName10;CourseID10
StudentName80;Neptun80;InstructorName25;CourseName10;CourseID10
StudentName81;Neptun81;InstructorName15;CourseName4;CourseID4
StudentName82;Neptun82;InstructorName0;CourseName3;CourseID3
StudentName83;Neptun83;InstructorName17;CourseName2;CourseID2
StudentName84;Neptun84;InstructorName9;CourseName8;CourseID8
StudentName85;Neptun85;InstructorName20;CourseName1;CourseID1
StudentName86;Neptun86;InstructorName46;CourseName0;CourseID0
StudentName87;Neptun87;InstructorName27;CourseName11;CourseID11
StudentName88;Neptun88;InstructorName36;CourseName4;CourseID4
StudentName89;Neptun89;InstructorName23;CourseName8;CourseID8
StudentName90;Neptun90;InstructorName42;CourseName9;CourseID9
StudentName91;Neptun91;InstructorName10;CourseName0;CourseID0
StudentName92;Neptun92;InstructorName38;CourseName8;CourseID8
StudentName93;Neptun93;InstructorName48;CourseName9;CourseID9
StudentName94;Neptun94;InstructorName19;CourseName4;CourseID4
StudentName95;Neptun95;InstructorName37;CourseName2;CourseID2
StudentName96;Neptun96;InstructorName27;CourseName2;CourseID2
StudentName97;Neptun97;InstructorName39;CourseName9;CourseID9
StudentName98;Neptun98;InstructorName36;CourseName11;CourseID11
StudentName99;Neptun99;InstructorName34;CourseName10;CourseID10
StudentName100;Neptun100;InstructorName22;CourseName5;CourseID5
StudentName101;Neptun101;InstructorName9;CourseName3;CourseID3
StudentName102;Neptun102;InstructorName43;CourseName3;CourseID3
StudentName103;Neptun103;InstructorName18;CourseName8;CourseID8
StudentName104;Neptun104;InstructorName16;CourseName5;CourseID5
StudentName105;Neptun105;InstructorName33;CourseName1;CourseID1
StudentName106;Neptun106;InstructorName31;CourseName10;CourseID10
StudentName107;Neptun107;InstructorName44;CourseName5;CourseID5
StudentName108;Neptun108;InstructorName42;CourseName1;CourseID1
StudentName109;Neptun109;InstructorName45;CourseName0;CourseID0
StudentName110;Neptun110;InstructorName11;CourseName2;CourseID2
StudentName111;Neptun111;InstructorName39;CourseName4;CourseID4
StudentName112;Neptun112;InstructorName12;CourseName10;CourseID10
StudentName113;Neptun113;InstructorName43;CourseName0;CourseID0
StudentName114;Neptun114;InstructorName31;CourseName4;CourseID4
StudentName115;Neptun115;InstructorName13;CourseName12;CourseID12
StudentName116;Neptun116;InstructorName1;CourseName9;CourseID9
StudentName117;Neptun117;InstructorName50;CourseName3;CourseID3
StudentName118;Neptun118;InstructorName13;CourseName8;CourseID8
StudentName119;Neptun119;InstructorName19;CourseName0;CourseID0
StudentName120;Neptun120;InstructorName23;CourseName6;CourseID6
StudentName121;Neptun121;InstructorName25;CourseName11;CourseID11
StudentName122;Neptun122;InstructorName46;CourseName8;CourseID8
StudentName123;Neptun123;InstructorName7;CourseName9;CourseID9
StudentName124;Neptun124;InstructorName50;CourseName4;CourseID4
StudentName125;Neptun125;InstructorName12;CourseName11;CourseID11
StudentName126;Neptun126;InstructorName28;CourseName6;CourseID6
StudentName127;Neptun127;InstructorName29;CourseName7;CourseID7
StudentName128;Neptun128;InstructorName44;CourseName8;CourseID8
StudentName129;Neptun129;InstructorName2;CourseName9;CourseID9
StudentName130;Neptun130;InstructorName13;CourseName10;CourseID10
StudentName131;Neptun131;InstructorName18;CourseName2;CourseID2
StudentName132;Neptun132;InstructorName1;CourseName5;CourseID5
StudentName133;Neptun133;InstructorName15;CourseName6;CourseID6
StudentName134;Neptun134;InstructorName35;CourseName6;CourseID6
StudentName135;Neptun135;InstructorName21;CourseName5;CourseID5
StudentName136;Neptun136;InstructorName24;CourseName9;CourseID9
StudentName137;Neptun137;InstructorName25;CourseName10;CourseID10
StudentName138;Neptun138;InstructorName43;CourseName8;CourseID8
StudentName139;Neptun139;InstructorName3;CourseName0;CourseID0
StudentName140;Neptun140;InstructorName3;CourseName11;CourseID11
StudentName141;Neptun141;InstructorName22;CourseName11;CourseID11
StudentName142;Neptun142;InstructorName35;CourseName3;CourseID3
StudentName143;Neptun143;InstructorName40;CourseName2;CourseID2
StudentName144;Neptun144;InstructorName16;CourseName12;CourseID12
